flight_distance,departure_delay_in_minutes,age,gender,customer_type,type_of_travel,class,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,satisfaction
1000,7,66,Male,Loyal Customer,Business travel,Eco,4,2,2,2,4,4,4,4,2,2,1,2,1,4,1
227,0,18,Female,disloyal Customer,Business travel,Eco,3,3,3,1,4,3,4,4,1,2,4,3,4,4,0
3287,0,48,Female,Loyal Customer,Business travel,Business,1,2,2,2,1,3,2,1,1,2,1,2,1,3,0
990,0,24,Female,Loyal Customer,Personal Travel,Eco,3,5,3,3,3,3,3,3,3,3,4,3,4,3,0
1546,0,26,Female,Loyal Customer,Business travel,Business,5,5,2,5,2,2,2,2,3,5,5,4,5,2,1
2154,0,30,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,5,1,1,4,2,4,5,1
651,0,17,Female,Loyal Customer,Business travel,Eco Plus,0,5,0,3,1,0,1,1,1,5,5,3,5,1,1
882,1,21,Male,disloyal Customer,Business travel,Business,5,0,5,4,4,5,1,4,3,4,5,4,5,4,1
892,0,69,Male,Loyal Customer,Personal Travel,Eco,2,5,2,2,1,2,1,1,4,2,5,4,5,1,0
944,3,25,Male,disloyal Customer,Business travel,Eco,4,3,3,3,5,3,5,5,5,2,4,3,1,5,1
191,0,39,Male,Loyal Customer,Personal Travel,Eco,2,5,2,2,4,2,4,4,5,4,5,5,5,4,0
3249,0,52,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,4,5,5,5,5,5,3,5,5,1
1299,1,18,Male,Loyal Customer,Personal Travel,Eco Plus,2,2,2,4,5,2,3,5,2,4,4,2,4,5,0
1851,0,44,Male,Loyal Customer,Business travel,Business,2,2,5,2,4,4,5,5,5,4,5,5,5,4,1
645,0,21,Male,disloyal Customer,Business travel,Eco,0,3,0,2,2,0,2,2,2,2,4,3,2,2,1
308,0,41,Male,Loyal Customer,Business travel,Eco,1,4,4,4,1,1,1,1,2,4,3,3,3,1,0
1000,0,26,Male,disloyal Customer,Business travel,Eco,1,1,1,3,1,1,2,1,2,2,3,3,4,1,0
308,0,35,Male,Loyal Customer,Business travel,Business,0,1,1,2,4,4,2,5,5,5,5,3,5,4,1
957,0,13,Female,Loyal Customer,Personal Travel,Eco,3,2,3,2,5,3,5,5,2,3,2,3,3,5,0
3442,0,31,Male,Loyal Customer,Business travel,Business,1,2,2,2,1,1,1,1,3,2,4,3,3,1,0
919,0,39,Female,Loyal Customer,Personal Travel,Eco,1,4,1,4,5,1,5,5,5,3,4,5,5,5,0
2454,0,26,Male,Loyal Customer,Personal Travel,Eco,3,2,3,1,3,5,5,1,4,1,1,5,2,5,0
134,67,41,Male,Loyal Customer,Business travel,Business,2,2,5,2,3,4,3,4,4,4,3,1,4,3,1
930,0,52,Female,disloyal Customer,Business travel,Business,2,2,2,3,2,2,2,2,5,4,4,3,5,2,1
2708,0,22,Male,Loyal Customer,Business travel,Business,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0
2400,25,7,Male,Loyal Customer,Personal Travel,Eco,4,5,4,4,1,4,1,1,3,4,4,4,5,1,0
2184,4,29,Male,Loyal Customer,Business travel,Business,3,5,3,3,5,5,5,5,5,4,2,4,4,5,1
529,11,32,Female,Loyal Customer,Business travel,Eco Plus,2,3,3,3,2,2,2,2,3,5,3,2,4,2,0
1592,0,47,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,3,5,5,5,5,5,4,5,5,1
2504,53,12,Female,Loyal Customer,Personal Travel,Eco Plus,1,1,1,4,5,1,5,5,4,1,4,1,4,5,0
2498,0,41,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,5,5,4,4,4,4,3,4,3,1
1036,29,10,Male,disloyal Customer,Business travel,Eco,3,2,2,4,4,2,4,4,1,2,4,4,3,4,0
1660,0,39,Female,Loyal Customer,Personal Travel,Eco,1,4,1,4,1,1,1,1,3,1,2,1,3,1,0
1440,41,46,Male,disloyal Customer,Business travel,Business,3,4,4,2,4,3,4,4,4,3,5,5,4,4,0
989,0,45,Male,Loyal Customer,Business travel,Business,1,1,4,1,5,4,4,4,4,4,4,5,4,3,1
748,0,25,Male,Loyal Customer,Business travel,Eco,4,3,3,3,4,4,5,4,2,2,5,2,5,4,1
1416,4,50,Female,Loyal Customer,Personal Travel,Eco,4,1,4,3,2,4,3,3,3,4,3,1,3,1,0
776,157,52,Male,Loyal Customer,Business travel,Eco,4,3,3,3,4,4,4,5,4,2,3,4,3,4,1
228,103,46,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,3,5,4,4,4,4,5,4,2,1
2677,0,21,Female,disloyal Customer,Business travel,Eco,3,3,3,2,3,1,1,1,3,4,3,1,4,1,0
1464,0,62,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,5,2,5,5,4,4,4,4,4,5,0
1303,2,64,Male,Loyal Customer,Personal Travel,Eco,0,5,1,1,4,1,4,4,3,4,4,5,5,4,1
1208,8,53,Male,Loyal Customer,Personal Travel,Eco,2,3,2,4,5,2,5,5,3,2,4,1,4,5,0
315,0,59,Female,Loyal Customer,Personal Travel,Eco,1,3,1,4,1,5,4,3,3,1,4,4,3,4,0
354,0,54,Female,Loyal Customer,Business travel,Business,3,5,5,5,2,3,4,3,3,3,3,2,3,2,0
515,0,20,Female,Loyal Customer,Personal Travel,Eco,2,5,2,4,5,2,5,5,4,4,5,5,5,5,0
1037,0,26,Male,disloyal Customer,Business travel,Eco,4,4,4,4,4,4,4,4,4,5,3,4,3,4,0
1546,0,42,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,4,4,5,5,5,5,3,5,5,1
928,0,43,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,5,5,5,5,5,5,5,5,5,1
2345,1,41,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,4,4,4,4,4,4,4,1
1389,0,51,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,4,4,4,3,4,5,1
262,0,58,Male,Loyal Customer,Business travel,Business,3,1,1,1,3,4,3,3,3,3,3,4,3,4,0
493,0,37,Female,disloyal Customer,Business travel,Business,3,3,3,4,1,3,1,1,3,1,4,3,4,1,0
626,0,50,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,5,5,5,5,5,5,4,5,4,1
1086,0,28,Male,Loyal Customer,Personal Travel,Eco,4,5,4,3,5,4,5,5,4,3,5,5,5,5,0
2475,4,32,Male,Loyal Customer,Business travel,Eco,3,4,4,4,3,3,3,3,1,5,2,3,4,3,0
515,0,52,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,3,2,3,3,3,4,4,5,4,3,0
762,63,26,Female,Loyal Customer,Personal Travel,Eco Plus,1,3,1,3,3,1,2,3,1,2,3,4,4,3,0
1851,0,59,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,5,4,5,5,5,5,3,5,3,1
531,0,46,Male,Loyal Customer,Business travel,Eco,4,2,2,2,3,4,3,3,4,2,4,5,1,3,1
337,0,46,Male,Loyal Customer,Personal Travel,Eco,2,3,2,4,3,2,3,3,5,4,5,1,2,3,0
1504,0,26,Female,disloyal Customer,Business travel,Eco,3,3,3,2,4,3,4,4,5,4,3,4,3,4,0
473,248,53,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,3,5,4,5,5,3,5,1
1005,11,37,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,3,2,3,3,5,3,5,4,4,3,0
227,80,68,Female,Loyal Customer,Personal Travel,Eco,1,5,1,4,4,5,5,3,3,1,3,3,3,5,0
552,0,27,Female,disloyal Customer,Business travel,Eco,3,0,3,1,2,3,2,2,1,2,4,5,3,2,0
834,0,7,Female,Loyal Customer,Personal Travel,Eco,3,5,3,4,2,3,4,2,4,5,4,3,5,2,0
2295,9,34,Male,disloyal Customer,Business travel,Business,2,2,2,4,1,2,1,1,4,4,3,5,5,1,0
808,0,35,Male,Loyal Customer,Business travel,Eco,5,3,3,3,5,5,5,5,2,2,4,5,2,5,1
1499,9,56,Male,Loyal Customer,Personal Travel,Eco,4,2,4,4,4,4,4,4,1,2,3,1,4,4,0
2521,0,56,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,3,5,4,4,5,4,3,4,5,1
397,0,44,Male,Loyal Customer,Business travel,Eco,4,1,1,1,4,4,4,4,1,3,5,2,1,4,1
1119,0,7,Female,Loyal Customer,Personal Travel,Eco,3,5,3,2,3,3,3,3,5,4,5,3,5,3,0
813,0,52,Male,Loyal Customer,Business travel,Business,4,1,1,1,4,4,4,4,4,4,4,1,4,4,0
266,41,13,Male,Loyal Customer,Personal Travel,Eco Plus,4,0,4,1,2,4,2,2,4,3,5,5,4,2,0
251,3,25,Male,disloyal Customer,Business travel,Business,2,0,2,3,2,2,2,2,4,2,4,5,4,2,0
354,0,51,Female,Loyal Customer,Business travel,Eco,5,2,2,2,1,2,4,5,5,5,5,5,5,4,1
365,0,33,Female,Loyal Customer,Business travel,Business,2,4,4,4,3,3,3,2,2,2,2,4,2,3,0
239,1,50,Male,Loyal Customer,Personal Travel,Eco Plus,3,3,3,2,2,3,2,2,4,3,2,5,2,2,0
912,0,31,Male,Loyal Customer,Personal Travel,Eco Plus,3,5,3,1,3,3,3,3,3,2,1,1,3,3,0
1034,0,24,Female,disloyal Customer,Business travel,Business,5,5,5,2,5,5,5,5,5,5,5,5,4,5,1
1187,0,36,Male,Loyal Customer,Personal Travel,Business,3,5,4,5,3,4,5,3,3,4,3,3,3,5,0
839,42,27,Male,disloyal Customer,Business travel,Business,5,5,5,3,3,5,3,3,4,4,3,3,4,3,1
1916,0,57,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,3,3,3,3,3,4,3,2,0
1522,0,46,Female,Loyal Customer,Business travel,Business,3,2,3,3,3,5,4,4,4,4,4,3,4,5,1
2049,0,35,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,4,3,3,3,3,3,2,3,1,0
1310,0,43,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,4,4,4,4,4,4,5,1
2604,9,24,Female,Loyal Customer,Business travel,Business,5,5,1,5,5,4,5,5,3,1,2,3,3,5,1
3739,0,57,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,4,5,4,4,4,5,3,4,3,1
109,0,35,Male,Loyal Customer,Personal Travel,Eco,1,1,1,3,2,1,2,2,2,4,3,3,2,2,0
358,0,27,Male,Loyal Customer,Business travel,Business,1,1,3,1,5,5,5,5,5,4,4,3,4,5,1
308,0,16,Male,Loyal Customer,Personal Travel,Eco,1,5,1,2,4,1,4,4,4,3,4,5,5,4,0
833,1,42,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,5,4,4,4,4,3,4,3,1
604,0,40,Female,disloyal Customer,Business travel,Business,3,2,2,3,3,2,3,3,1,2,3,2,4,3,0
787,2,70,Female,Loyal Customer,Personal Travel,Eco,3,3,3,5,2,1,3,4,4,3,4,4,4,4,0
3866,0,25,Female,Loyal Customer,Business travel,Business,1,3,3,3,1,1,1,1,1,2,3,2,3,1,0
2883,7,46,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,5,5,5,5,5,5,4,1
488,18,14,Male,Loyal Customer,Business travel,Eco,0,3,0,2,5,0,5,5,4,3,2,5,2,5,1
228,0,61,Female,Loyal Customer,Business travel,Business,4,5,5,5,4,4,4,4,4,4,4,2,4,3,0
879,0,62,Male,Loyal Customer,Personal Travel,Eco,3,4,3,3,1,3,1,1,3,3,3,2,3,1,0
1750,14,51,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,3,4,2,2,2,2,4,2,5,1
2576,2,29,Male,Loyal Customer,Business travel,Eco,4,2,4,2,4,4,4,2,2,3,3,4,1,4,1
333,0,10,Female,Loyal Customer,Personal Travel,Eco,3,1,3,3,5,3,3,5,1,1,3,2,2,5,0
2274,0,50,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,4,4,4,4,4,4,3,4,4,1
2230,0,27,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,2,4,3,5,2,4,1
363,0,42,Male,Loyal Customer,Business travel,Business,2,4,4,4,5,3,3,2,2,2,2,3,2,1,0
2648,0,62,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,4,3,5,5,5,5,3,5,4,1
247,8,49,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,5,5,5,5,5,5,3,5,5,1
1121,0,27,Female,disloyal Customer,Business travel,Eco,5,5,5,5,2,5,3,2,3,3,1,3,1,2,1
604,0,25,Female,disloyal Customer,Business travel,Eco,3,3,3,3,4,3,4,4,3,1,4,4,4,4,0
937,89,51,Male,Loyal Customer,Personal Travel,Eco,3,5,2,3,4,2,4,4,4,1,1,5,5,4,0
986,75,50,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,5,5,4,4,4,4,3,4,4,1
1979,4,12,Female,Loyal Customer,Personal Travel,Eco,1,2,1,4,4,1,4,4,2,1,4,3,3,4,0
374,52,42,Female,Loyal Customer,Business travel,Eco,4,3,3,3,1,3,1,4,4,4,4,2,4,2,1
950,2,25,Female,disloyal Customer,Business travel,Business,1,5,1,2,5,1,5,5,5,2,4,5,4,5,0
761,0,53,Male,Loyal Customer,Business travel,Eco,2,2,2,2,2,2,2,2,1,2,3,2,4,2,0
2465,64,31,Female,Loyal Customer,Personal Travel,Eco Plus,3,5,3,1,3,1,1,5,3,3,4,1,3,1,0
539,0,44,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,5,5,4,4,4,4,4,4,3,1
667,0,37,Female,Loyal Customer,Personal Travel,Eco,3,4,3,2,2,3,2,2,5,4,5,4,5,2,0
109,0,37,Male,Loyal Customer,Business travel,Eco,2,3,3,3,2,2,2,2,3,3,5,2,4,2,1
337,135,27,Male,Loyal Customer,Personal Travel,Eco,4,4,4,1,4,5,4,3,5,5,4,4,3,4,0
2615,0,36,Female,Loyal Customer,Business travel,Business,4,3,3,3,4,3,4,4,4,4,4,4,4,3,0
1576,11,44,Male,Loyal Customer,Personal Travel,Eco,1,5,2,1,5,2,3,5,4,5,4,5,5,5,0
693,144,29,Female,disloyal Customer,Business travel,Eco Plus,3,3,3,4,3,4,4,1,1,3,3,4,2,4,0
163,0,23,Female,disloyal Customer,Business travel,Eco,4,4,3,4,1,3,1,1,1,2,3,3,3,1,0
1075,5,66,Male,Loyal Customer,Personal Travel,Eco,0,5,0,4,5,0,5,5,4,5,4,2,2,5,1
2979,0,51,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,4,2,4,5,5,4,5,1
224,21,60,Male,Loyal Customer,Personal Travel,Eco,4,4,0,5,4,0,4,4,5,3,4,3,4,4,0
990,141,57,Female,disloyal Customer,Business travel,Eco Plus,2,2,2,3,2,5,5,2,3,3,4,5,2,5,0
496,148,66,Female,Loyal Customer,Personal Travel,Eco,1,2,1,4,1,5,2,3,4,4,4,2,3,2,0
1517,3,70,Male,Loyal Customer,Personal Travel,Eco,2,4,2,5,2,2,2,2,2,4,2,5,4,2,0
2779,8,54,Female,Loyal Customer,Business travel,Business,2,2,1,2,2,2,2,4,4,4,4,4,4,5,1
224,0,20,Male,disloyal Customer,Business travel,Eco,1,0,1,5,2,1,1,2,3,5,5,3,5,2,0
3331,7,43,Male,Loyal Customer,Business travel,Business,1,3,1,1,3,5,4,4,4,4,4,4,4,3,1
2948,0,58,Female,Loyal Customer,Business travel,Business,4,4,4,4,2,5,4,4,4,5,4,3,4,5,1
666,3,60,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,5,4,4,4,4,4,4,4,1
2153,2,59,Female,Loyal Customer,Business travel,Business,3,3,2,3,2,5,4,5,5,5,5,4,5,3,1
575,0,63,Female,Loyal Customer,Personal Travel,Eco,4,4,4,1,2,4,4,3,3,4,2,5,3,4,0
789,151,42,Male,Loyal Customer,Business travel,Eco Plus,5,5,2,5,5,5,5,4,1,1,5,5,1,5,1
214,0,46,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,5,4,5,5,5,4,4,5,5,1
2029,0,58,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,4,4,4,4,3,4,3,1
3912,125,59,Male,Loyal Customer,Business travel,Business,4,4,4,4,4,5,5,5,5,4,5,5,5,3,1
533,0,42,Female,Loyal Customer,Business travel,Eco,4,5,3,5,4,5,3,3,3,4,3,1,3,2,1
1535,0,13,Female,Loyal Customer,Personal Travel,Eco,2,5,3,1,2,3,2,2,4,4,4,3,4,2,0
545,0,65,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,4,3,3,2,2,2,5,3,2,3,0
495,0,51,Male,disloyal Customer,Business travel,Eco,3,2,3,2,2,3,2,2,4,2,3,4,2,2,0
228,0,44,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,5,4,4,4,4,4,5,4,4,1
86,0,70,Female,Loyal Customer,Business travel,Eco,1,1,1,1,4,3,2,1,1,1,1,1,1,1,0
1985,1,52,Male,Loyal Customer,Business travel,Business,5,5,4,5,3,5,4,4,4,4,4,5,4,3,1
594,18,63,Female,Loyal Customer,Personal Travel,Eco,1,3,1,3,5,3,4,1,1,1,4,1,1,3,0
130,3,38,Male,Loyal Customer,Business travel,Eco,4,2,2,2,4,4,4,4,5,3,2,3,1,4,1
3359,12,50,Female,Loyal Customer,Business travel,Business,4,4,3,4,4,4,4,5,5,5,5,3,5,3,1
326,0,49,Female,disloyal Customer,Business travel,Business,4,4,4,3,4,4,5,4,5,5,5,4,4,4,1
414,8,42,Female,disloyal Customer,Business travel,Eco,3,2,3,4,3,3,3,3,3,2,3,3,4,3,0
337,0,50,Female,Loyal Customer,Personal Travel,Eco,4,1,2,3,2,3,3,3,3,2,3,1,3,2,1
604,0,66,Female,Loyal Customer,Personal Travel,Eco,2,4,2,4,4,5,4,1,1,2,1,4,1,4,0
322,9,20,Female,disloyal Customer,Business travel,Eco,3,3,3,4,5,3,5,5,3,4,3,1,4,5,0
622,0,22,Female,Loyal Customer,Business travel,Eco,3,3,3,3,3,3,2,3,2,2,3,2,4,3,0
3049,0,39,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,5,4,4,4,4,4,4,4,5,1
1294,7,56,Male,Loyal Customer,Personal Travel,Eco,2,5,2,3,1,2,1,1,3,2,5,5,5,1,0
997,0,45,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,4,4,4,4,4,5,4,3,1
2354,0,29,Female,Loyal Customer,Business travel,Business,3,4,4,4,3,3,3,3,3,2,4,1,4,3,0
746,86,27,Female,disloyal Customer,Business travel,Eco Plus,1,1,1,4,4,1,4,4,4,4,4,1,4,4,0
630,0,11,Female,Loyal Customer,Personal Travel,Eco Plus,3,5,3,5,4,3,4,4,4,2,5,5,4,4,0
347,0,54,Male,Loyal Customer,Business travel,Eco,5,2,4,2,5,5,5,5,3,4,3,3,3,5,1
1874,0,39,Female,Loyal Customer,Business travel,Eco,3,1,1,1,3,3,3,3,2,5,3,3,2,3,0
296,53,13,Female,Loyal Customer,Personal Travel,Eco,3,4,3,3,5,3,5,5,2,1,4,4,3,5,0
258,0,62,Male,Loyal Customer,Business travel,Eco,2,5,5,5,2,2,2,2,4,1,3,2,3,2,0
620,0,58,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,3,3,4,3,3,3,5,1
748,0,34,Male,Loyal Customer,Business travel,Business,4,4,5,4,3,1,3,5,5,5,5,1,5,5,1
337,8,41,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,4,4,4,4,5,4,3,1
337,0,25,Female,disloyal Customer,Business travel,Business,3,0,2,4,3,2,3,3,4,5,4,3,4,3,0
3074,31,40,Male,Loyal Customer,Business travel,Business,4,4,2,4,5,1,1,5,5,5,5,5,5,1,1
1712,0,53,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,5,5,5,5,5,5,3,5,4,1
1400,0,62,Male,Loyal Customer,Personal Travel,Eco,2,3,2,3,3,2,3,3,4,5,4,2,4,3,0
882,10,29,Female,disloyal Customer,Business travel,Business,3,4,4,4,3,4,3,3,3,4,4,4,4,3,0
738,0,43,Female,Loyal Customer,Business travel,Business,5,5,3,5,5,5,4,4,4,4,4,4,4,3,1
2296,0,27,Female,Loyal Customer,Business travel,Business,2,5,5,5,2,2,2,2,4,4,4,2,4,2,0
2845,0,24,Male,disloyal Customer,Business travel,Eco,3,3,3,4,1,3,1,1,5,3,5,5,5,1,0
1868,0,40,Male,Loyal Customer,Business travel,Business,4,5,3,3,4,3,2,4,4,4,4,4,4,3,0
2690,0,57,Female,Loyal Customer,Business travel,Business,5,1,5,5,4,4,4,2,2,2,2,4,2,5,1
618,20,26,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,5,2,4,3,4,4,1
255,51,53,Female,Loyal Customer,Business travel,Business,0,0,0,2,5,4,4,3,3,3,3,5,3,5,1
1924,6,55,Female,Loyal Customer,Business travel,Business,0,5,0,2,5,4,4,3,3,3,3,3,3,5,1
189,43,70,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,2,5,5,3,3,1,3,4,3,3,0
1831,0,47,Female,Loyal Customer,Business travel,Business,2,5,2,5,1,3,4,2,2,2,2,4,2,4,0
3319,10,46,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,5,5,4,4,4,4,3,4,3,1
965,0,48,Male,Loyal Customer,Personal Travel,Eco,1,1,1,3,2,1,2,2,1,3,3,1,3,2,0
985,294,52,Female,Loyal Customer,Business travel,Eco,4,4,4,4,4,4,4,3,5,4,3,4,1,4,0
3599,93,62,Female,Loyal Customer,Business travel,Business,4,1,1,1,2,4,4,4,4,4,4,3,4,3,0
715,11,9,Female,Loyal Customer,Personal Travel,Eco,4,4,4,3,1,4,1,1,5,4,4,4,4,1,1
1868,54,39,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,5,4,4,4,4,4,3,4,4,1
3444,0,37,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,5,2,4,4,4,4,2,4,4,1
2300,0,16,Female,Loyal Customer,Personal Travel,Eco,3,1,3,2,5,3,3,5,1,2,2,1,3,5,0
1829,13,51,Male,Loyal Customer,Personal Travel,Eco,2,3,1,3,3,1,3,3,3,4,3,2,2,3,0
369,0,39,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,1,2,2,2,2,2,2,2,3,1
209,0,26,Male,Loyal Customer,Business travel,Eco Plus,3,1,1,1,3,4,3,3,1,5,3,3,5,3,1
544,0,55,Male,Loyal Customer,Business travel,Eco,3,3,3,3,3,3,3,3,3,5,2,3,3,3,0
134,79,22,Female,Loyal Customer,Business travel,Business,3,5,5,5,3,3,3,3,3,2,3,2,3,3,0
2422,0,41,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,2,2,2,4,4,4,2,5,2,1
328,14,43,Male,Loyal Customer,Personal Travel,Eco,3,2,3,4,4,3,4,4,3,4,3,3,3,4,0
857,1,14,Male,Loyal Customer,Personal Travel,Eco,2,4,2,3,5,2,5,5,2,1,5,5,2,5,0
240,5,38,Female,disloyal Customer,Business travel,Eco,3,3,3,4,1,3,1,1,3,4,4,3,4,1,0
2402,0,54,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,5,4,4,4,4,4,4,4,5,1
323,0,47,Female,Loyal Customer,Business travel,Business,0,0,0,3,4,5,5,1,1,1,1,3,1,5,1
859,0,32,Female,Loyal Customer,Business travel,Eco Plus,0,0,0,3,3,0,2,3,3,3,4,5,4,3,1
1005,0,54,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,5,4,4,4,4,4,5,4,4,1
2988,0,42,Female,Loyal Customer,Business travel,Business,1,1,1,1,1,4,4,5,5,4,5,1,5,5,1
547,0,40,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,4,4,4,4,5,4,4,1
930,0,45,Male,Loyal Customer,Personal Travel,Business,2,4,2,5,3,4,5,4,4,2,4,3,4,3,0
802,0,35,Male,Loyal Customer,Personal Travel,Business,4,5,4,3,2,4,5,3,3,4,3,3,3,5,0
2282,20,58,Female,Loyal Customer,Business travel,Business,4,3,3,3,3,3,3,4,4,4,4,4,4,4,0
1046,0,24,Male,Loyal Customer,Personal Travel,Eco,2,3,2,3,4,2,4,4,2,2,3,4,5,4,0
338,22,24,Male,disloyal Customer,Business travel,Business,0,5,0,5,3,0,3,3,5,3,5,4,4,3,1
407,0,55,Female,Loyal Customer,Business travel,Business,3,3,4,3,3,5,4,4,4,4,4,5,4,5,1
651,1,25,Male,Loyal Customer,Personal Travel,Eco,2,5,2,2,4,2,4,4,4,2,4,2,1,4,0
2565,18,32,Female,Loyal Customer,Business travel,Business,3,2,2,2,3,3,3,3,3,4,3,3,1,3,0
2704,60,51,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,3,4,3,4,5,4,5,1
1848,68,15,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,5,2,4,3,5,5,1
2089,0,38,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,5,4,3,3,4,3,5,3,4,1
541,0,21,Male,disloyal Customer,Business travel,Eco,2,0,2,1,4,2,4,4,5,5,4,2,4,4,0
651,0,18,Male,disloyal Customer,Business travel,Eco,5,4,4,2,5,4,5,5,2,3,5,5,4,5,1
909,0,59,Male,Loyal Customer,Personal Travel,Eco,3,4,3,4,3,3,3,3,1,5,3,1,5,3,0
1521,0,20,Female,Loyal Customer,Personal Travel,Eco,0,1,0,3,4,0,3,4,1,2,3,1,4,4,1
425,0,29,Male,Loyal Customer,Personal Travel,Eco,1,0,1,1,5,1,5,5,5,3,5,5,5,5,0
239,0,65,Male,Loyal Customer,Personal Travel,Eco,2,4,2,4,4,2,4,4,5,4,5,5,4,4,0
2113,28,58,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,5,4,4,4,4,4,4,4,3,1
731,119,55,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,4,4,4,4,4,4,5,4,3,1
1535,5,51,Male,Loyal Customer,Personal Travel,Business,1,1,1,2,1,2,3,4,4,1,3,1,4,2,0
762,0,9,Male,Loyal Customer,Personal Travel,Eco,5,4,5,3,2,5,2,2,4,2,4,5,5,2,1
125,0,24,Male,Loyal Customer,Personal Travel,Eco,5,4,5,3,2,5,2,2,5,5,3,4,5,2,1
3513,101,43,Female,Loyal Customer,Business travel,Business,1,2,2,2,2,3,3,1,1,1,1,2,1,1,0
2764,8,44,Male,Loyal Customer,Business travel,Business,5,5,5,5,3,5,5,2,2,2,2,4,2,3,1
964,5,24,Male,disloyal Customer,Business travel,Business,4,4,3,3,2,3,2,2,4,5,4,4,4,2,1
2419,0,45,Female,Loyal Customer,Business travel,Business,4,4,2,4,5,5,5,3,4,5,5,5,5,5,1
2068,0,58,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,2,2,2,2,3,2,4,2,4,0
612,11,64,Female,Loyal Customer,Personal Travel,Eco,4,4,4,4,3,3,2,2,2,4,2,4,2,3,1
365,40,46,Male,Loyal Customer,Business travel,Business,2,3,3,3,5,3,4,2,2,2,2,4,2,2,0
3028,14,58,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,5,5,4,4,4,4,4,4,3,1
183,0,56,Male,Loyal Customer,Business travel,Eco Plus,4,1,1,1,4,4,4,4,4,3,2,4,2,4,1
419,0,61,Male,Loyal Customer,Personal Travel,Eco,4,3,4,2,4,4,2,4,3,5,2,4,3,4,0
3015,15,60,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,4,5,4,4,4,4,5,4,4,1
327,47,68,Male,Loyal Customer,Personal Travel,Eco,2,5,4,1,3,4,3,3,3,3,5,3,4,3,0
277,0,21,Female,disloyal Customer,Business travel,Eco,2,0,2,5,5,2,5,5,2,2,1,5,5,5,0
